epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,6725.73,0.66144,0.97408,1.35797,0.71323,0.56742,0.64881,0.33991,0.84188,1.06309,1.65473,0.00595859,0.00595859,0.00595859
91,6799.85,0.66063,0.97375,1.35221,0.68338,0.58652,0.64519,0.3392,0.8435,1.06837,1.65849,0.00591318,0.00591318,0.00591318
92,6873.57,0.65922,0.98693,1.35101,0.69253,0.58876,0.64943,0.34528,0.8339,1.06808,1.64224,0.00586777,0.00586777,0.00586777
93,6947.56,0.65643,0.97548,1.34565,0.70778,0.57247,0.64664,0.34486,0.82995,1.07132,1.63904,0.00582236,0.00582236,0.00582236
94,7020.88,0.65243,0.96439,1.34311,0.69297,0.57697,0.64897,0.34613,0.8254,1.06411,1.62644,0.00577695,0.00577695,0.00577695
95,7094.57,0.6501,0.95646,1.34232,0.69806,0.57921,0.65113,0.34602,0.82778,1.06094,1.62869,0.00573155,0.00573155,0.00573155
96,7168.77,0.64794,0.9568,1.33853,0.69937,0.57753,0.64839,0.34774,0.82096,1.05158,1.6293,0.00568614,0.00568614,0.00568614
97,7242.57,0.64121,0.95263,1.33247,0.72839,0.56348,0.65558,0.35039,0.82162,1.04522,1.62362,0.00564073,0.00564073,0.00564073
98,7316.03,0.642,0.95038,1.33503,0.72524,0.5736,0.65138,0.35228,0.81345,1.03916,1.61645,0.00559532,0.00559532,0.00559532
99,7390.43,0.64125,0.94975,1.3322,0.71314,0.57303,0.65141,0.35394,0.81715,1.04263,1.62091,0.00554991,0.00554991,0.00554991
100,7464.89,0.63703,0.92931,1.32963,0.72622,0.56966,0.64993,0.34937,0.81694,1.05035,1.62334,0.0055045,0.0055045,0.0055045
101,7538.62,0.6289,0.93584,1.31558,0.69931,0.58011,0.64955,0.34998,0.81114,1.03742,1.61824,0.00545909,0.00545909,0.00545909
102,7612.09,0.64037,0.948,1.32397,0.71224,0.57191,0.65228,0.3552,0.80487,1.03802,1.61071,0.00541368,0.00541368,0.00541368
103,7685.9,0.63408,0.93435,1.3216,0.69455,0.58315,0.65228,0.35777,0.79794,1.03442,1.59701,0.00536827,0.00536827,0.00536827
104,7759.9,0.63188,0.93639,1.32114,0.71259,0.57387,0.65743,0.35771,0.79928,1.02627,1.60012,0.00532286,0.00532286,0.00532286
105,7833.43,0.62973,0.9302,1.31751,0.71097,0.58483,0.66374,0.35869,0.79565,1.03347,1.59796,0.00527745,0.00527745,0.00527745
106,7906.95,0.62293,0.92695,1.3126,0.68672,0.59382,0.65971,0.35972,0.79243,1.03071,1.59182,0.00523205,0.00523205,0.00523205
107,7980.76,0.61987,0.92031,1.31077,0.72052,0.57584,0.65758,0.36223,0.79743,1.01678,1.60956,0.00518664,0.00518664,0.00518664
108,8054.62,0.61474,0.91786,1.30634,0.73044,0.57472,0.65991,0.36197,0.79644,1.02128,1.60691,0.00514123,0.00514123,0.00514123
109,8128.73,0.61546,0.91761,1.29911,0.71557,0.57528,0.65556,0.36009,0.79687,1.02837,1.61257,0.00509582,0.00509582,0.00509582
110,8202.39,0.61107,0.91182,1.30357,0.70585,0.59382,0.66061,0.36327,0.79404,1.025,1.60454,0.00505041,0.00505041,0.00505041
111,8276.21,0.61391,0.90842,1.30451,0.71703,0.58427,0.66002,0.36432,0.79332,1.02617,1.60057,0.005005,0.005005,0.005005
112,8350.09,0.616,0.9057,1.29963,0.70582,0.60337,0.66518,0.3664,0.79308,1.02478,1.59955,0.00495959,0.00495959,0.00495959
113,8425.04,0.60721,0.88949,1.3007,0.71882,0.59551,0.66429,0.36615,0.79027,1.02883,1.59722,0.00491418,0.00491418,0.00491418
114,8498.66,0.60963,0.90243,1.30177,0.7339,0.58034,0.66281,0.36589,0.78778,1.0225,1.59586,0.00486877,0.00486877,0.00486877
115,8572.32,0.60047,0.88883,1.29485,0.71194,0.59663,0.66393,0.36673,0.78502,1.02049,1.59304,0.00482336,0.00482336,0.00482336
116,8645.98,0.60923,0.90084,1.29241,0.72018,0.59382,0.66619,0.36682,0.78671,1.02004,1.59179,0.00477795,0.00477795,0.00477795
117,8719.4,0.59885,0.89457,1.28899,0.71058,0.59724,0.6647,0.36722,0.789,1.01694,1.59709,0.00473255,0.00473255,0.00473255
118,8793.58,0.58934,0.8812,1.28311,0.71499,0.59475,0.66581,0.37081,0.78822,1.01211,1.59696,0.00468714,0.00468714,0.00468714
119,8867.31,0.59128,0.87567,1.27896,0.72437,0.59438,0.66763,0.37169,0.78402,1.00556,1.59073,0.00464173,0.00464173,0.00464173
120,8940.86,0.59041,0.87819,1.27898,0.72127,0.60056,0.66731,0.37223,0.78187,1.00441,1.58435,0.00459632,0.00459632,0.00459632
121,9014.31,0.58854,0.87139,1.28112,0.72625,0.60215,0.66904,0.37408,0.77823,1.00769,1.57795,0.00455091,0.00455091,0.00455091
122,9088.31,0.58757,0.87022,1.28194,0.72743,0.6,0.66999,0.37489,0.77658,1.01035,1.57626,0.0045055,0.0045055,0.0045055
123,9162.56,0.58686,0.86662,1.27679,0.72621,0.60225,0.67003,0.37538,0.77254,1.0023,1.57385,0.00446009,0.00446009,0.00446009
124,9236.67,0.58348,0.85989,1.26609,0.72459,0.59888,0.6665,0.37556,0.77341,0.99631,1.58075,0.00441468,0.00441468,0.00441468
125,9311.06,0.57828,0.85732,1.26389,0.70805,0.61039,0.66721,0.37555,0.7732,1.00169,1.58005,0.00436927,0.00436927,0.00436927
126,9385.17,0.58312,0.86361,1.26989,0.71824,0.61008,0.67184,0.37794,0.77329,0.99932,1.58044,0.00432386,0.00432386,0.00432386
127,9459.32,0.57201,0.85787,1.26446,0.72838,0.59663,0.67022,0.37813,0.76988,0.99962,1.57723,0.00427845,0.00427845,0.00427845
128,9533.15,0.57172,0.85402,1.26155,0.72886,0.59501,0.67013,0.3778,0.76727,1.00343,1.57114,0.00423305,0.00423305,0.00423305
129,9607.27,0.57232,0.85467,1.26803,0.72248,0.59818,0.66719,0.37827,0.76901,1.00707,1.57709,0.00418764,0.00418764,0.00418764
130,9681.12,0.57798,0.85415,1.26905,0.72932,0.59157,0.66898,0.37981,0.76917,1.00724,1.57718,0.00414223,0.00414223,0.00414223
131,9754.8,0.56916,0.84528,1.26246,0.72582,0.59382,0.6693,0.38052,0.76638,0.9995,1.57428,0.00409682,0.00409682,0.00409682
132,9829.22,0.56857,0.84576,1.25768,0.73986,0.58315,0.66917,0.38003,0.76321,0.99706,1.57082,0.00405141,0.00405141,0.00405141
133,9903.69,0.57781,0.86017,1.26664,0.71898,0.59719,0.66901,0.37958,0.76289,0.99943,1.57144,0.004006,0.004006,0.004006
134,9977.28,0.5646,0.83795,1.2592,0.72623,0.59719,0.6695,0.37816,0.76388,0.99556,1.57209,0.00396059,0.00396059,0.00396059
135,10052,0.56235,0.83682,1.25049,0.7268,0.60056,0.67008,0.37861,0.76281,0.99506,1.57012,0.00391518,0.00391518,0.00391518
136,10126.5,0.55712,0.834,1.2477,0.7163,0.60337,0.66754,0.37932,0.76343,0.99486,1.57353,0.00386977,0.00386977,0.00386977
137,10200.3,0.55488,0.83244,1.24805,0.72157,0.60225,0.66563,0.37833,0.7626,0.9914,1.57272,0.00382436,0.00382436,0.00382436
138,10274.2,0.55211,0.82666,1.24175,0.72472,0.59944,0.66597,0.37836,0.76176,0.98919,1.57329,0.00377895,0.00377895,0.00377895
139,10348.1,0.55243,0.82095,1.24414,0.71569,0.60618,0.66437,0.37987,0.76102,0.98541,1.57492,0.00373355,0.00373355,0.00373355
140,10422.5,0.55314,0.82837,1.24245,0.72396,0.60393,0.66503,0.3794,0.7606,0.98391,1.57518,0.00368814,0.00368814,0.00368814
141,10496.9,0.55003,0.81634,1.23719,0.72833,0.59945,0.66718,0.38148,0.75983,0.98316,1.57531,0.00364273,0.00364273,0.00364273
142,10571.5,0.54703,0.81657,1.23662,0.73822,0.5927,0.66709,0.3809,0.75798,0.98459,1.57375,0.00359732,0.00359732,0.00359732
143,10645.6,0.54397,0.81563,1.23579,0.72734,0.59496,0.66811,0.38163,0.75564,0.98149,1.57219,0.00355191,0.00355191,0.00355191
144,10719.7,0.54203,0.80827,1.23412,0.72881,0.59551,0.66678,0.38232,0.75722,0.98103,1.57443,0.0035065,0.0035065,0.0035065
145,10794.6,0.54125,0.80362,1.22786,0.72331,0.59438,0.66881,0.38264,0.7562,0.98264,1.57325,0.00346109,0.00346109,0.00346109
146,10869,0.54573,0.8138,1.23207,0.72109,0.60169,0.66991,0.38271,0.75506,0.98174,1.57138,0.00341568,0.00341568,0.00341568
147,10943.4,0.54093,0.81099,1.23177,0.7177,0.60845,0.67264,0.38365,0.75338,0.97972,1.57018,0.00337027,0.00337027,0.00337027
148,11017.7,0.53404,0.79905,1.22642,0.72115,0.60843,0.67248,0.38357,0.75336,0.97669,1.57153,0.00332486,0.00332486,0.00332486
149,11092,0.53751,0.80415,1.22708,0.71631,0.61067,0.67247,0.38536,0.75294,0.97544,1.5705,0.00327945,0.00327945,0.00327945
150,11166.2,0.53471,0.79929,1.22424,0.70791,0.61544,0.67025,0.3852,0.75249,0.97341,1.57012,0.00323405,0.00323405,0.00323405
151,11240.7,0.52919,0.79215,1.21806,0.74131,0.59567,0.67159,0.3862,0.75098,0.97322,1.568,0.00318864,0.00318864,0.00318864
152,11315.1,0.53042,0.79093,1.22285,0.73814,0.59831,0.67271,0.38744,0.75032,0.97402,1.56712,0.00314323,0.00314323,0.00314323
153,11389.6,0.52673,0.79317,1.2156,0.71868,0.6157,0.67272,0.38765,0.7506,0.97378,1.56916,0.00309782,0.00309782,0.00309782
154,11464.1,0.52172,0.78253,1.21524,0.71087,0.61854,0.67234,0.38714,0.75136,0.97234,1.57055,0.00305241,0.00305241,0.00305241
155,11538.6,0.52388,0.7826,1.21755,0.73502,0.60281,0.6736,0.388,0.74884,0.97215,1.56604,0.003007,0.003007,0.003007
156,11612.3,0.52106,0.78358,1.21069,0.7241,0.60451,0.67196,0.38866,0.74897,0.97199,1.56805,0.00296159,0.00296159,0.00296159
157,11686.4,0.5218,0.78666,1.21555,0.71952,0.60843,0.6712,0.38812,0.74762,0.9721,1.56705,0.00291618,0.00291618,0.00291618
158,11761.1,0.51826,0.77683,1.20564,0.73449,0.5999,0.67136,0.38898,0.74778,0.97388,1.56777,0.00287077,0.00287077,0.00287077
159,11834.8,0.51562,0.77993,1.21192,0.73639,0.60449,0.67349,0.39032,0.74769,0.97472,1.56758,0.00282536,0.00282536,0.00282536
160,11909,0.51463,0.77549,1.20461,0.74537,0.59831,0.67292,0.39014,0.74774,0.97492,1.56859,0.00277995,0.00277995,0.00277995
161,11984.9,0.51565,0.77712,1.20693,0.74715,0.5993,0.67335,0.39167,0.74831,0.97546,1.57034,0.00273455,0.00273455,0.00273455
162,12059.6,0.51319,0.77212,1.20243,0.75086,0.59597,0.67332,0.3923,0.74685,0.97393,1.56894,0.00268914,0.00268914,0.00268914
163,12133.8,0.50559,0.76608,1.19524,0.75155,0.59649,0.67383,0.39232,0.7449,0.97359,1.56726,0.00264373,0.00264373,0.00264373
164,12207.8,0.51085,0.77303,1.19996,0.75636,0.59438,0.67462,0.39247,0.74273,0.97391,1.56497,0.00259832,0.00259832,0.00259832
165,12281.9,0.51415,0.77573,1.20202,0.75923,0.59346,0.67416,0.39303,0.74188,0.97393,1.56517,0.00255291,0.00255291,0.00255291
166,12355.8,0.50411,0.76901,1.1988,0.76076,0.59326,0.67401,0.39304,0.74123,0.97465,1.56452,0.0025075,0.0025075,0.0025075
167,12430.1,0.50404,0.76236,1.19616,0.7602,0.59551,0.67427,0.39372,0.74069,0.97645,1.56346,0.00246209,0.00246209,0.00246209
168,12505.6,0.50067,0.76191,1.18733,0.76113,0.59438,0.67341,0.39297,0.74022,0.9787,1.56261,0.00241668,0.00241668,0.00241668
169,12580.1,0.5023,0.75612,1.19301,0.7606,0.59794,0.67548,0.3937,0.73912,0.97786,1.56122,0.00237127,0.00237127,0.00237127
170,12654.7,0.50103,0.75733,1.19177,0.7617,0.59831,0.67505,0.39356,0.73869,0.9792,1.56133,0.00232586,0.00232586,0.00232586
171,12729.3,0.49441,0.75457,1.18829,0.76024,0.59853,0.67513,0.39346,0.73826,0.98,1.56204,0.00228045,0.00228045,0.00228045
172,12804.6,0.50171,0.7638,1.18699,0.76329,0.59663,0.67567,0.39443,0.73773,0.98179,1.56097,0.00223505,0.00223505,0.00223505
173,12880.6,0.49408,0.74612,1.18317,0.75795,0.60225,0.67607,0.39506,0.73742,0.98114,1.56158,0.00218964,0.00218964,0.00218964
174,12958.7,0.49333,0.75403,1.18216,0.75672,0.60225,0.67628,0.39522,0.73665,0.98149,1.56033,0.00214423,0.00214423,0.00214423
