epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,8564.78,1.32987,0.87771,1.41811,0.71602,0.5809,0.66631,0.37008,1.64323,1.01712,1.79617,0.004375,0.004375,0.004375
127,8632.9,1.3146,0.86622,1.42889,0.71502,0.58073,0.66396,0.36982,1.63909,1.01738,1.79558,0.00433,0.00433,0.00433
128,8700.72,1.31111,0.86375,1.42062,0.71827,0.58008,0.66381,0.36986,1.63763,1.0125,1.79518,0.004285,0.004285,0.004285
129,8768.78,1.31347,0.8618,1.41683,0.71813,0.57809,0.66132,0.36913,1.63509,1.00679,1.79651,0.00424,0.00424,0.00424
130,8836.67,1.30191,0.86031,1.41599,0.7111,0.5809,0.66437,0.36957,1.63074,1.00409,1.79568,0.004195,0.004195,0.004195
131,8905.04,1.30823,0.85972,1.41035,0.71362,0.58376,0.66602,0.37015,1.6252,0.99715,1.79464,0.00415,0.00415,0.00415
132,8973.36,1.30668,0.85895,1.40649,0.71497,0.58258,0.66532,0.37035,1.62153,0.99914,1.78801,0.004105,0.004105,0.004105
133,9041.98,1.29816,0.84833,1.3991,0.70359,0.59213,0.66594,0.37132,1.62272,0.99573,1.78949,0.00406,0.00406,0.00406
134,9110.26,1.28923,0.84554,1.40127,0.71371,0.58821,0.66668,0.37201,1.62243,0.99845,1.78631,0.004015,0.004015,0.004015
135,9178.64,1.28105,0.84424,1.39778,0.7029,0.59663,0.66745,0.3721,1.62345,0.99597,1.78983,0.00397,0.00397,0.00397
136,9248.12,1.2841,0.84033,1.38931,0.71806,0.5882,0.66515,0.37362,1.6209,0.99709,1.78677,0.003925,0.003925,0.003925
137,9316.61,1.28466,0.84496,1.39012,0.71747,0.58494,0.66556,0.37412,1.61753,0.99969,1.78401,0.00388,0.00388,0.00388
138,9385.03,1.28008,0.84237,1.39202,0.71073,0.59213,0.66884,0.37336,1.61855,1.00121,1.78558,0.003835,0.003835,0.003835
139,9453.77,1.27254,0.83802,1.38753,0.72507,0.58371,0.66831,0.37333,1.62003,0.99979,1.78978,0.00379,0.00379,0.00379
140,9522.65,1.27128,0.83132,1.38468,0.71464,0.58668,0.66774,0.37265,1.61916,0.9985,1.79062,0.003745,0.003745,0.003745
141,9592.7,1.28026,0.83783,1.38703,0.71483,0.59147,0.66805,0.37412,1.61725,0.99663,1.79015,0.0037,0.0037,0.0037
